Num_Bank_Accounts,Num_of_Delayed_Payment,Changed_Credit_Limit,Credit_Mix,Payment_of_Min_Amount
5.0,10.0,10.87,0,1
5.0,10.0,10.87,2,1
5.0,10.0,12.87,0,0
5.0,12.0,10.87,2,1
7.0,10.0,18.45,0,2
7.0,10.0,18.45,3,2
7.0,10.0,18.45,3,2
7.0,10.0,18.45,3,2
7.0,8.0,18.45,0,2
7.0,11.0,20.45,3,2
5.0,13.0,17.75,3,0
5.0,14.0,17.75,0,2
5.0,13.0,17.75,3,2
5.0,13.0,10.75,3,2
5.0,14.0,17.75,0,2
5.0,13.0,17.75,3,2
5.0,13.0,17.75,3,2
9.0,19.0,4.22,1,2
9.0,19.0,10.23199443955013,1,2
9.0,16.0,4.22,0,2
9.0,16.0,4.22,0,2
9.0,13.0,4.22,0,2
9.0,16.0,4.22,1,2
9.0,16.0,4.22,1,2
9.0,16.0,10.23199443955013,1,2
5.0,18.0,9.24,0,2
5.0,19.0,9.24,3,2
5.0,16.0,9.24,3,2
5.0,21.0,12.24,3,2
5.0,19.0,9.24,3,2
5.0,19.0,14.24,3,0
3.0,19.0,8.7,0,2
3.0,9.0,6.7,3,2
3.0,9.0,10.23199443955013,3,2
3.0,8.0,10.23199443955013,3,2
3.0,9.0,6.7,3,2
3.0,9.0,5.7,3,2
3.0,9.0,6.7,3,2
3.0,9.0,6.7,3,2
3.0,20.0,10.84,3,2
3.0,19.0,10.84,0,2
3.0,22.0,10.84,3,2
3.0,20.0,10.84,3,2
3.0,23.0,10.84,3,2
3.0,20.0,10.84,0,2
3.0,19.0,10.84,3,2
3.0,20.0,10.84,0,2
3.0,11.0,6.71,2,1
3.0,19.0,6.71,2,1
3.0,12.0,6.71,2,1
3.0,12.0,6.71,2,1
3.0,10.0,6.71,2,1
3.0,11.0,1.71,0,1
3.0,12.0,6.71,2,1
3.0,9.0,10.71,2,1
6.0,8.0,2.46,0,1
6.0,19.0,2.46,3,1
6.0,5.0,10.23199443955013,3,1
6.0,8.0,2.46,3,1
6.0,7.0,10.23199443955013,0,1
6.0,8.0,2.46,0,1
1.0,3.0,12.01,0,1
1.0,3.0,9.01,2,1
1.0,19.0,7.01,2,1
1.0,3.0,0.0099999999999997,2,1
1.0,3.0,7.01,2,1
7.0,25.0,15.7,1,2
7.0,22.0,15.7,1,0
7.0,20.0,15.7,1,2
7.0,22.0,10.7,1,0
7.0,24.0,11.7,1,2
7.0,22.0,15.7,1,2
7.0,22.0,15.7,1,2
7.0,22.0,15.7,1,2
10.0,24.0,12.45,1,2
10.0,21.0,18.45,1,2
10.0,21.0,18.45,1,2
10.0,21.0,18.45,0,2
10.0,24.0,18.45,1,0
10.0,21.0,18.45,1,2
10.0,21.0,18.45,1,2
10.0,19.0,18.45,0,2
0.0,10.0,9.57,2,1
0.0,10.0,11.57,2,0
0.0,10.0,11.57,2,0
3.0,20.0,9.14,3,1
3.0,20.0,5.1400000000000015,0,1
3.0,20.0,4.1400000000000015,3,1
3.0,19.0,9.14,3,1
3.0,20.0,9.14,3,1
10.0,23.0,23.5,0,2
10.0,26.0,23.5,1,2
10.0,23.0,26.5,1,2
10.0,23.0,23.5,1,2
10.0,26.0,23.5,1,2
10.0,23.0,29.5,1,2
10.0,23.0,17.5,1,2
10.0,19.0,25.5,1,0
4.0,16.0,7.69,3,2
4.0,14.0,7.69,3,2
4.0,16.0,7.69,3,0
4.0,19.0,7.69,3,2
4.0,16.0,7.69,3,2
4.0,16.0,7.69,0,2
3.0,11.0,8.76,2,1
3.0,9.0,8.76,2,1
3.0,7.0,8.76,0,1
3.0,10.0,8.76,0,1
3.0,19.0,8.76,2,1
3.0,10.0,8.76,2,1
0.0,2.0,5.3900000000000015,2,1
0.0,2.0,9.39,2,1
0.0,2.0,9.39,2,1
0.0,2.0,9.39,2,1
0.0,19.0,7.3900000000000015,2,1
0.0,2.0,6.3900000000000015,2,1
6.0,13.0,15.2,3,2
6.0,15.0,12.2,0,2
6.0,16.0,12.2,3,2
6.0,16.0,12.2,0,2
6.0,16.0,12.2,3,0
6.0,16.0,12.2,0,0
7.0,14.0,13.07,3,2
7.0,15.0,13.07,3,2
7.0,14.0,13.07,3,2
7.0,15.0,13.07,3,2
7.0,14.0,13.07,3,2
7.0,14.0,13.07,3,2
6.0,15.0,7.21,1,0
6.0,15.0,7.21,1,2
6.0,15.0,7.21,0,2
6.0,15.0,7.21,0,0
6.0,15.0,7.21,1,2
6.0,12.0,7.21,1,2
6.0,15.0,7.21,1,2
6.0,15.0,7.21,1,2
5.0,9.0,5.65,3,1
5.0,11.0,5.65,3,1
5.0,9.0,5.65,3,1
5.0,10.0,3.65,3,0
5.0,9.0,5.65,3,1
5.0,9.0,5.65,3,1
5.0,9.0,5.65,3,1
5.0,11.0,18.5,3,2
5.0,11.0,18.5,3,2
5.0,11.0,24.5,3,2
5.0,11.0,15.5,3,2
5.0,11.0,18.5,3,0
5.0,11.0,18.5,3,2
4.0,20.0,25.7,0,2
4.0,21.0,14.7,3,2
4.0,20.0,18.7,3,0
4.0,20.0,18.7,3,2
4.0,20.0,18.7,3,2
4.0,20.0,18.7,3,2
4.0,17.0,18.7,3,2
6.0,19.0,2.49,3,1
6.0,17.0,2.49,3,1
6.0,22.0,2.49,3,1
6.0,19.0,2.49,0,1
6.0,22.0,2.49,3,1
6.0,19.0,2.49,3,1
5.0,16.0,10.23199443955013,0,0
5.0,19.0,4.14,3,1
5.0,21.0,10.23199443955013,3,1
5.0,19.0,4.14,3,0
5.0,18.0,4.14,3,0
5.0,18.0,4.14,3,1
5.0,17.0,4.14,3,1
5.0,21.0,4.14,3,1
6.0,15.0,8.07,3,2
6.0,19.0,15.07,3,0
6.0,12.0,8.07,3,2
6.0,15.0,3.0700000000000003,3,2
6.0,19.0,8.07,3,2
6.0,15.0,3.0700000000000003,3,2
6.0,13.0,7.07,0,2
1.0,6.0,8.29,2,1
1.0,8.0,8.29,2,1
1.0,6.0,8.29,0,1
2.0,6.0,8.29,0,1
2.0,6.0,8.29,2,1
2.0,19.0,8.29,2,0
2.0,7.0,8.29,0,1
8.0,15.0,11.79,3,1
8.0,15.0,11.79,3,1
8.0,18.0,11.79,3,0
8.0,17.0,11.79,3,1
3.0,14.0,11.49,2,1
3.0,14.0,11.49,2,1
3.0,15.0,11.49,2,1
3.0,11.0,11.49,2,1
3.0,14.0,11.49,2,1
3.0,13.0,11.49,2,1
3.0,11.0,11.49,2,1
3.0,14.0,11.49,2,1
6.0,18.0,8.87,1,2
6.0,18.0,5.869999999999999,1,0
6.0,18.0,9.87,0,2
6.0,18.0,8.87,1,2
6.0,18.0,8.87,1,2
6.0,18.0,8.87,1,2
9.0,15.0,9.21,1,2
9.0,14.0,7.210000000000001,1,2
9.0,17.0,9.21,1,2
9.0,12.0,9.21,0,2
9.0,19.0,9.21,1,2
9.0,15.0,9.21,0,2
3.0,11.0,18.75,3,2
3.0,12.0,18.75,3,2
3.0,11.0,18.75,3,2
3.0,19.0,18.75,3,2
3.0,12.0,18.75,3,2
3.0,11.0,18.75,0,2
3.0,13.0,18.75,0,2
3.0,20.0,19.5,3,2
3.0,20.0,19.5,3,2
3.0,18.0,19.5,3,2
3.0,20.0,13.5,3,2
3.0,20.0,19.5,0,2
3.0,19.0,19.5,3,2
2.0,0.0,9.15,2,1
2.0,0.0,10.23199443955013,2,1
2.0,19.0,3.15,0,1
7.0,8.0,1.51,3,1
7.0,10.0,4.51,3,1
7.0,10.0,1.51,3,1
7.0,11.0,6.51,3,1
7.0,12.0,1.51,3,1
7.0,10.0,1.51,3,1
7.0,7.0,10.23199443955013,3,1
8.0,20.0,19.17,1,2
8.0,20.0,19.17,1,2
8.0,22.0,19.17,1,2
8.0,20.0,19.17,1,2
8.0,22.0,19.17,1,2
8.0,20.0,19.17,1,2
7.0,23.0,9.18,1,2
7.0,19.0,9.18,1,2
7.0,23.0,9.18,1,2
7.0,24.0,9.18,1,2
7.0,24.0,10.23199443955013,0,2
7.0,24.0,9.18,1,0
7.0,24.0,9.18,1,2
7.0,24.0,9.18,1,2
6.0,16.0,10.23199443955013,2,1
6.0,16.0,3.37,2,1
6.0,16.0,3.37,2,1
6.0,19.0,3.37,0,1
6.0,19.0,3.37,2,1
6.0,16.0,3.37,2,1
6.0,16.0,3.37,2,1
8.0,12.0,13.43,3,2
8.0,19.0,8.43,3,2
8.0,12.0,8.43,0,2
8.0,9.0,8.43,3,2
8.0,12.0,8.43,3,2
8.0,19.0,8.43,3,2
6.0,19.0,20.99,3,2
6.0,15.0,15.99,0,2
6.0,16.0,8.99,3,2
6.0,16.0,15.99,3,2
6.0,19.0,15.99,0,2
6.0,16.0,15.99,3,2
6.0,16.0,15.99,0,2
6.0,17.0,15.99,3,2
3.0,16.0,13.63,3,2
3.0,16.0,8.63,3,2
3.0,16.0,8.63,3,2
3.0,16.0,5.630000000000001,3,2
3.0,16.0,8.63,0,2
3.0,18.0,8.63,3,2
3.0,18.0,8.63,3,2
8.0,18.0,20.12,1,2
8.0,18.0,30.12,1,2
8.0,20.0,27.12,1,2
8.0,18.0,27.12,0,2
8.0,16.0,27.12,1,2
8.0,18.0,27.12,1,2
10.0,24.0,16.89,1,2
10.0,24.0,16.89,0,2
10.0,21.0,10.89,1,2
10.0,24.0,16.89,1,2
10.0,25.0,16.89,0,2
10.0,24.0,16.89,1,2
10.0,27.0,16.89,1,2
3.0,8.0,5.0299999999999985,3,2
3.0,8.0,10.03,3,2
3.0,8.0,10.03,3,2
3.0,8.0,10.03,3,2
3.0,7.0,5.0299999999999985,3,2
3.0,8.0,10.03,3,2
8.0,17.0,6.22,0,2
8.0,17.0,6.22,1,2
8.0,17.0,6.22,1,2
8.0,19.0,6.22,1,2
8.0,15.0,6.22,1,2
7.0,12.0,5.75,3,1
7.0,17.0,6.75,3,1
7.0,15.0,4.75,3,0
7.0,14.0,6.75,0,1
7.0,19.0,6.75,3,0
7.0,13.0,6.75,3,1
7.0,14.0,6.75,0,1
3.0,9.0,11.92,2,1
3.0,8.0,13.92,2,1
3.0,8.0,11.92,2,0
3.0,8.0,11.92,2,1
3.0,8.0,11.92,2,1
3.0,8.0,6.92,0,1
3.0,9.0,12.92,2,0
0.0,0.0,7.96,0,1
0.0,3.0,7.96,2,1
0.0,0.0,7.96,2,1
0.0,0.0,7.96,2,0
0.0,0.0,1.96,2,1
0.0,0.0,7.96,2,1
0.0,0.0,7.96,2,1
9.0,25.0,28.85,1,2
9.0,25.0,28.85,0,2
9.0,26.0,28.85,0,2
9.0,25.0,30.85,1,2
9.0,25.0,28.85,1,2
6.0,13.0,11.73,0,2
6.0,10.0,11.73,0,2
6.0,10.0,11.73,3,2
4.0,1.0,0.3200000000000003,0,0
3.0,2.0,6.32,2,1
3.0,2.0,6.32,0,1
3.0,1.0,6.32,2,1
3.0,2.0,6.32,0,0
7.0,12.0,6.87,3,1
7.0,15.0,5.87,0,1
7.0,12.0,10.87,3,1
7.0,12.0,6.87,3,1
7.0,15.0,6.87,3,1
6.0,15.0,11.66,3,2
6.0,15.0,10.66,3,2
6.0,13.0,9.66,3,2
6.0,15.0,10.66,0,2
6.0,14.0,10.66,3,2
0.0,9.0,8.51,0,1
0.0,7.0,8.51,2,1
0.0,9.0,8.51,2,0
0.0,9.0,8.51,0,1
0.0,9.0,3.51,2,0
0.0,9.0,8.51,2,1
0.0,9.0,8.51,2,1
0.0,11.0,4.48,2,1
0.0,8.0,5.48,0,1
0.0,8.0,10.23199443955013,2,1
0.0,10.0,10.23199443955013,2,1
0.0,8.0,10.23199443955013,2,1
0.0,10.0,4.48,2,1
0.0,10.0,4.48,2,1
7.0,18.0,19.45,0,2
7.0,18.0,19.45,3,2
7.0,18.0,19.45,3,2
7.0,20.0,10.23199443955013,3,2
7.0,18.0,19.45,3,2
7.0,16.0,24.45,0,2
8.0,19.0,10.57,2,1
8.0,19.0,10.57,2,0
8.0,19.0,10.57,0,1
8.0,19.0,10.57,2,1
10.0,27.0,17.98,0,2
10.0,22.0,17.98,1,2
10.0,24.0,18.98,1,2
10.0,19.0,17.98,1,2
10.0,25.0,17.98,1,2
10.0,25.0,17.98,1,2
10.0,27.0,17.98,1,2
10.0,25.0,21.98,1,2
9.0,20.0,5.05,1,2
9.0,23.0,5.05,0,2
9.0,20.0,5.05,1,2
9.0,19.0,5.05,0,2
9.0,17.0,5.05,1,2
9.0,20.0,10.23199443955013,0,0
9.0,20.0,1.0499999999999998,1,2
9.0,20.0,10.23199443955013,1,2
6.0,16.0,6.29,3,1
6.0,17.0,6.29,3,1
6.0,14.0,2.29,0,1
6.0,13.0,6.29,3,1
6.0,16.0,6.29,0,0
6.0,19.0,6.29,3,1
6.0,19.0,6.29,3,1
7.0,19.0,9.88,0,2
7.0,19.0,8.88,1,2
7.0,19.0,8.88,1,2
7.0,19.0,8.88,1,2
7.0,17.0,3.63,1,2
7.0,15.0,10.63,1,2
7.0,14.0,3.63,1,2
7.0,18.0,3.63,1,2
7.0,16.0,3.63,0,2
7.0,16.0,3.63,1,2
7.0,16.0,3.63,1,2
7.0,16.0,3.63,1,2
6.0,23.0,16.99,1,2
6.0,20.0,16.99,1,2
6.0,23.0,16.99,1,2
6.0,24.0,16.99,1,2
6.0,22.0,16.99,1,2
6.0,23.0,16.99,1,2
6.0,19.0,8.74,3,1
6.0,11.0,8.74,0,1
6.0,10.0,8.74,3,1
6.0,11.0,10.74,0,0
6.0,11.0,8.74,0,1
6.0,8.0,8.74,3,1
6.0,14.0,8.74,3,1
1.0,9.0,2.95,2,1
1.0,12.0,5.95,2,1
1.0,14.0,5.95,2,1
1.0,12.0,6.95,0,0
1.0,12.0,6.95,2,1
1.0,15.0,5.95,2,1
1.0,10.0,0.9500000000000002,0,1
8.0,12.0,1.84,3,2
8.0,11.0,1.84,3,2
8.0,13.0,1.84,0,2
8.0,11.0,1.84,3,2
8.0,11.0,1.84,0,0
8.0,11.0,1.84,3,2
8.0,19.0,1.84,3,2
5.0,19.0,2.32,0,0
5.0,0.0,2.32,2,1
5.0,3.0,2.32,2,1
5.0,3.0,2.32,2,1
5.0,6.0,3.32,2,1
5.0,3.0,6.32,2,1
5.0,19.0,10.23199443955013,2,1
5.0,0.0,3.82,2,1
5.0,0.0,10.23199443955013,2,1
5.0,2.0,3.82,2,0
5.0,0.0,3.82,2,1
1.0,9.0,5.37,2,1
1.0,12.0,0.3700000000000001,2,1
1.0,12.0,5.37,2,1
1.0,9.0,5.37,2,0
1.0,10.0,5.37,2,1
1.0,9.0,5.37,2,1
1.0,11.0,5.37,0,0
7.0,19.0,16.68,3,2
7.0,15.0,16.68,3,2
7.0,17.0,15.68,3,2
7.0,12.0,16.68,3,2
7.0,15.0,16.68,3,2
7.0,15.0,13.68,0,2
7.0,15.0,14.68,3,2
8.0,19.0,4.31,3,1
8.0,13.0,4.31,3,1
8.0,19.0,4.31,3,1
8.0,16.0,4.31,3,1
8.0,16.0,11.31,0,1
8.0,14.0,4.31,3,1
3.0,11.0,9.04,2,1
3.0,8.0,9.04,2,1
3.0,8.0,10.23199443955013,2,0
3.0,8.0,9.04,2,1
3.0,6.0,9.04,2,1
3.0,7.0,9.04,2,1
3.0,8.0,9.04,2,1
3.0,4.0,7.26,2,1
3.0,7.0,7.26,2,1
3.0,7.0,14.26,2,1
3.0,7.0,7.26,0,1
3.0,9.0,7.26,2,1
3.0,5.0,7.26,0,1
9.0,13.0,18.46,0,2
9.0,14.0,18.46,0,2
9.0,18.0,18.46,1,2
9.0,15.0,18.46,1,0
9.0,15.0,18.46,1,2
9.0,15.0,18.46,1,2
3.0,18.0,19.73,3,2
3.0,19.0,19.73,3,0
3.0,15.0,24.73,3,2
3.0,15.0,19.73,3,2
3.0,18.0,19.73,3,2
3.0,18.0,12.73,3,2
3.0,11.0,14.28,3,2
3.0,13.0,14.28,0,2
3.0,19.0,20.28,3,0
3.0,11.0,14.28,3,2
3.0,13.0,14.28,3,2
3.0,9.0,14.28,3,2
4.0,10.0,19.17,3,0
4.0,12.0,18.17,3,2
4.0,10.0,18.17,3,2
4.0,9.0,18.17,3,2
4.0,10.0,18.17,0,2
4.0,10.0,12.170000000000002,0,2
4.0,11.0,18.17,3,2
4.0,10.0,18.17,3,2
0.0,11.0,4.07,2,1
0.0,11.0,4.07,2,1
0.0,19.0,4.07,2,1
0.0,11.0,4.07,2,1
0.0,11.0,10.23199443955013,2,1
0.0,11.0,4.07,2,1
0.0,11.0,4.07,2,1
6.0,14.0,13.04,0,2
6.0,13.0,13.04,0,2
6.0,11.0,13.04,0,0
6.0,12.0,20.04,3,2
6.0,10.0,13.04,3,2
6.0,13.0,13.04,3,2
6.0,19.0,13.04,3,2
7.0,23.0,26.24,0,2
7.0,24.0,26.24,0,2
7.0,24.0,26.24,1,2
7.0,24.0,33.239999999999995,1,2
7.0,24.0,10.23199443955013,1,2
1.0,2.0,11.49,2,1
1.0,1.0,8.49,2,0
1.0,2.0,8.49,0,1
5.0,10.0,13.14,0,2
5.0,7.0,9.14,3,0
5.0,10.0,13.14,3,2
5.0,10.0,13.14,3,2
5.0,10.0,13.14,3,2
5.0,13.0,13.14,3,2
5.0,12.0,13.14,3,2
5.0,10.0,13.14,3,2
8.0,25.0,4.95,1,2
8.0,26.0,4.95,1,2
8.0,23.0,4.95,0,2
8.0,24.0,7.95,1,2
8.0,26.0,4.95,1,2
8.0,25.0,4.95,0,2
8.0,25.0,4.95,1,2
8.0,23.0,4.95,1,0
5.0,16.0,18.17,3,2
5.0,17.0,18.17,3,2
5.0,13.0,18.17,3,2
5.0,16.0,18.17,3,2
5.0,16.0,18.17,3,2
5.0,16.0,18.17,3,2
5.0,19.0,18.17,3,0
7.0,11.0,18.13,3,2
7.0,11.0,18.13,3,2
7.0,12.0,18.13,0,2
7.0,11.0,18.13,3,2
7.0,11.0,12.13,0,2
7.0,11.0,18.13,3,2
6.0,11.0,6.76,3,2
6.0,8.0,3.76,3,2
6.0,11.0,3.76,3,0
6.0,8.0,10.23199443955013,3,2
6.0,12.0,3.76,3,2
2.0,4.0,0.8,2,1
2.0,2.0,0.8,2,1
2.0,4.0,0.8,0,1
2.0,6.0,0.8,2,1
2.0,4.0,0.8,2,1
2.0,4.0,0.8,2,0
2.0,1.0,0.8,2,1
2.0,4.0,0.8,0,1
4.0,18.0,9.61,3,1
4.0,18.0,6.6099999999999985,3,1
4.0,18.0,9.61,3,1
4.0,18.0,9.61,3,1
4.0,21.0,13.61,3,1
3.0,9.0,11.63,3,0
3.0,10.0,11.63,3,2
3.0,9.0,11.63,3,2
3.0,9.0,11.63,3,2
3.0,9.0,11.63,3,2
3.0,9.0,11.63,3,2
3.0,12.0,11.63,3,2
3.0,9.0,11.63,3,2
6.0,10.0,18.84,3,2
6.0,10.0,21.84,3,2
6.0,10.0,18.84,3,2
6.0,11.0,19.84,3,2
6.0,10.0,18.84,3,2
6.0,10.0,23.84,3,2
6.0,19.0,18.84,0,2
7.0,19.0,15.53,0,2
7.0,18.0,10.53,3,0
7.0,18.0,10.53,3,2
7.0,18.0,10.53,3,2
6.0,19.0,10.53,3,0
5.0,10.0,0.53,2,1
5.0,10.0,0.53,2,1
5.0,10.0,0.53,2,1
5.0,10.0,10.23199443955013,2,1
5.0,13.0,0.53,2,1
5.0,8.0,2.1,0,2
5.0,8.0,2.1,3,2
5.0,11.0,2.1,0,2
5.0,9.0,2.1,0,0
5.0,8.0,2.1,3,2
5.0,8.0,2.1,3,2
5.0,19.0,2.1,3,2
5.0,8.0,2.1,3,2
8.0,17.0,20.13,1,2
8.0,17.0,20.13,1,2
8.0,17.0,20.13,1,0
8.0,14.0,20.13,1,2
8.0,20.0,20.13,0,2
8.0,17.0,20.13,1,2
8.0,17.0,16.13,1,2
7.0,20.0,1.0399999999999991,3,2
7.0,17.0,8.04,0,2
7.0,14.0,8.04,3,2
7.0,19.0,8.04,3,2
7.0,17.0,8.04,3,2
4.0,15.0,13.85,3,0
4.0,15.0,12.85,3,0
4.0,17.0,13.85,3,0
4.0,14.0,13.85,3,2
4.0,15.0,15.85,0,0
4.0,17.0,13.85,0,2
10.0,20.0,8.28,3,2
10.0,22.0,4.2799999999999985,0,2
10.0,20.0,8.28,3,2
10.0,20.0,8.28,0,0
10.0,20.0,8.28,3,2
10.0,20.0,8.28,3,2
10.0,20.0,8.28,0,0
10.0,20.0,8.28,3,2
5.0,17.0,10.55,3,2
5.0,17.0,10.55,3,2
5.0,20.0,10.55,3,2
5.0,17.0,10.55,3,2
5.0,17.0,10.55,0,2
5.0,18.0,10.55,3,2
5.0,14.0,10.55,0,2
5.0,17.0,10.55,3,0
7.0,19.0,8.16,2,1
7.0,19.0,8.16,2,0
7.0,18.0,8.16,2,1
7.0,16.0,8.16,0,1
7.0,19.0,8.16,2,1
7.0,19.0,8.16,0,1
7.0,22.0,8.16,0,1
7.0,19.0,8.16,2,1
8.0,25.0,20.13,1,2
8.0,26.0,26.13,1,2
8.0,27.0,20.13,1,2
8.0,25.0,20.13,0,2
8.0,25.0,20.13,1,2
8.0,25.0,22.13,0,2
3.0,8.0,3.38,0,1
3.0,7.0,10.23199443955013,2,1
3.0,8.0,3.38,2,1
3.0,8.0,3.38,2,1
3.0,8.0,3.38,0,1
3.0,8.0,3.38,2,1
3.0,9.0,3.38,2,1
6.0,15.0,10.23199443955013,0,2
6.0,15.0,8.61,0,0
6.0,14.0,9.61,3,2
6.0,14.0,8.61,3,2
6.0,13.0,8.61,3,2
6.0,15.0,8.61,3,2
7.0,19.0,7.23,1,2
7.0,19.0,7.23,0,2
7.0,19.0,6.23,1,2
7.0,19.0,10.23,1,2
7.0,19.0,7.23,1,2
7.0,21.0,7.23,1,2
7.0,22.0,7.23,1,2
7.0,24.0,1.65,0,2
7.0,24.0,1.65,1,2
7.0,19.0,1.65,1,2
7.0,21.0,0.6499999999999999,1,2
7.0,21.0,1.65,1,2
7.0,22.0,1.65,1,0
7.0,25.0,1.65,1,2
5.0,0.0,10.09,2,1
5.0,19.0,10.09,2,1
5.0,0.0,10.09,2,1
5.0,0.0,10.09,2,1
5.0,19.0,10.09,2,1
8.0,13.0,2.03,3,2
8.0,14.0,2.03,0,2
8.0,11.0,2.03,3,2
8.0,11.0,5.0299999999999985,3,2
7.0,13.0,11.97,3,2
7.0,13.0,16.97,0,2
7.0,13.0,16.97,3,0
7.0,13.0,16.97,3,2
7.0,13.0,16.97,3,2
7.0,13.0,16.97,3,0
6.0,17.0,5.82,3,1
6.0,16.0,5.82,0,1
6.0,17.0,8.82,3,1
6.0,17.0,5.82,3,1
6.0,17.0,5.82,0,1
4.0,20.0,10.28,3,1
4.0,20.0,9.28,3,1
4.0,20.0,9.28,3,1
4.0,17.0,9.28,0,1
4.0,19.0,9.28,3,1
4.0,20.0,9.28,3,1
4.0,17.0,9.28,3,1
4.0,20.0,9.28,3,1
7.0,18.0,10.57,3,2
7.0,18.0,10.57,3,2
7.0,18.0,10.57,0,2
7.0,17.0,10.57,3,2
7.0,18.0,10.57,3,2
7.0,14.0,4.5,3,2
7.0,14.0,12.5,3,2
7.0,12.0,7.5,0,2
7.0,14.0,7.5,3,2
8.0,18.0,5.98,2,1
8.0,21.0,2.98,0,1
8.0,19.0,2.98,2,0
8.0,19.0,2.98,2,1
8.0,19.0,2.98,0,0
8.0,16.0,2.98,2,1
6.0,20.0,15.25,1,2
6.0,19.0,15.25,1,2
6.0,20.0,15.25,0,2
6.0,19.0,15.25,1,2
6.0,20.0,15.25,1,2
6.0,22.0,10.25,1,2
10.0,20.0,24.24,1,2
10.0,20.0,18.24,1,2
10.0,20.0,24.24,1,2
10.0,17.0,18.24,1,2
10.0,20.0,18.24,1,2
10.0,20.0,18.24,0,2
4.0,2.0,1.1,2,1
4.0,3.0,1.1,2,1
4.0,1.0,1.1,2,1
0.0,3.0,10.03,2,1
0.0,1.0,10.03,2,0
0.0,3.0,13.03,0,0
0.0,3.0,10.03,2,1
0.0,19.0,10.03,2,0
3.0,9.0,13.05,3,2
3.0,9.0,13.05,3,2
3.0,10.0,13.05,3,2
3.0,9.0,13.05,0,0
3.0,9.0,10.23199443955013,3,2
3.0,9.0,13.05,3,2
3.0,9.0,13.05,3,0
8.0,9.0,3.94,0,1
8.0,7.0,3.94,3,1
8.0,10.0,5.94,3,1
8.0,12.0,9.94,3,1
8.0,10.0,3.94,0,1
8.0,7.0,10.23199443955013,0,1
4.0,15.0,9.74,3,2
4.0,15.0,9.74,3,2
4.0,17.0,9.74,3,2
4.0,15.0,9.74,0,2
4.0,15.0,9.74,3,2
7.0,8.0,12.14,3,2
7.0,8.0,12.14,3,2
7.0,8.0,12.14,3,2
7.0,8.0,11.14,3,2
7.0,8.0,12.14,3,2
7.0,8.0,12.14,0,2
7.0,11.0,12.14,3,2
7.0,10.0,12.14,3,2
10.0,24.0,9.13,0,2
10.0,23.0,9.13,1,2
10.0,19.0,9.13,1,0
10.0,23.0,9.13,1,2
10.0,24.0,9.13,1,2
10.0,21.0,9.13,0,2
10.0,23.0,9.13,1,2
4.0,15.0,11.36,2,1
4.0,15.0,11.36,2,1
4.0,15.0,11.36,2,1
4.0,15.0,9.36,2,1
4.0,14.0,11.36,2,1
4.0,15.0,11.36,2,1
8.0,19.0,10.2,3,1
8.0,11.0,10.2,3,1
8.0,12.0,10.2,3,1
8.0,10.0,9.2,3,1
8.0,9.0,10.2,3,0
6.0,16.0,4.09,1,0
6.0,18.0,4.09,1,2
6.0,18.0,4.09,1,2
6.0,16.0,4.09,1,2
6.0,19.0,4.09,1,2
6.0,16.0,4.09,1,2
2.0,12.0,2.96,2,1
2.0,12.0,2.96,2,1
2.0,12.0,2.96,2,1
2.0,12.0,2.96,0,1
6.0,25.0,22.9,0,2
6.0,19.0,17.9,0,2
6.0,25.0,22.9,1,2
6.0,25.0,10.9,0,2
6.0,24.0,17.9,1,2
6.0,25.0,17.9,1,2
9.0,19.0,25.0,1,0
9.0,14.0,25.0,1,2
9.0,15.0,32.0,1,2
9.0,15.0,25.0,1,0
9.0,15.0,20.0,0,2
9.0,15.0,25.0,1,2
9.0,18.0,25.0,0,2
9.0,15.0,25.0,1,2
5.0,11.0,22.47,3,2
5.0,11.0,19.47,3,0
5.0,14.0,14.47,0,0
5.0,11.0,19.47,3,2
5.0,11.0,14.47,3,2
5.0,10.0,19.47,3,2
5.0,9.0,14.47,3,2
3.0,20.0,9.79,3,0
3.0,20.0,10.23199443955013,3,1
3.0,20.0,4.79,3,1
8.0,14.0,1.8,2,1
8.0,14.0,4.8,2,0
8.0,14.0,1.8,0,1
8.0,14.0,1.8,2,1
8.0,14.0,1.8,2,1
5.0,11.0,11.66,3,2
5.0,11.0,11.66,3,2
5.0,11.0,11.66,3,2
5.0,8.0,11.66,0,2
5.0,11.0,18.66,3,2
5.0,14.0,11.66,3,0
5.0,11.0,6.66,3,2
5.0,9.0,10.66,3,2
1.0,10.0,8.72,2,1
1.0,14.0,8.72,2,1
1.0,9.0,15.72,0,0
1.0,11.0,8.72,2,1
1.0,8.0,8.72,2,1
1.0,11.0,8.72,2,1
1.0,11.0,3.7200000000000006,2,1
1.0,11.0,8.72,2,0
4.0,17.0,3.74,2,1
4.0,15.0,3.74,0,1
4.0,17.0,3.74,2,1
4.0,17.0,3.74,2,1
4.0,17.0,3.74,0,1
10.0,19.0,2.63,0,2
10.0,19.0,1.63,1,2
10.0,20.0,1.63,1,2
10.0,19.0,1.63,1,2
10.0,19.0,1.63,0,2
10.0,19.0,1.63,1,2
10.0,19.0,1.63,1,2
4.0,5.0,2.71,2,1
4.0,5.0,5.71,2,1
4.0,5.0,2.71,2,1
4.0,5.0,9.71,2,1
4.0,5.0,10.23199443955013,2,1
4.0,19.0,2.71,2,1
6.0,10.0,19.94,0,2
6.0,13.0,19.94,3,2
