Changed_Credit_Limit,Num_of_Delayed_Payment,Payment_of_Min_Amount,Num_Bank_Accounts,Credit_Mix,Interest_Rate,Num_Credit_Card
25.79,16.0,2,8.0,0,19,10
27.79,16.0,0,8.0,1,19,10
29.79,15.0,0,8.0,0,19,10
11.43,22.0,2,7.0,3,34,7
11.43,20.0,2,7.0,3,34,7
9.43,19.0,2,7.0,3,34,7
11.43,19.0,2,7.0,3,34,7
11.43,20.0,2,7.0,3,34,7
11.43,22.0,2,7.0,3,34,7
11.43,20.0,2,7.0,0,34,7
11.43,20.0,2,7.0,3,34,7
10.38,0.0,1,4.0,0,11,6
5.38,0.0,1,4.0,2,11,6
5.38,19.0,1,4.0,2,11,6
0.3799999999999999,0.0,1,4.0,2,11,6
5.38,2.0,1,4.0,2,11,6
5.38,1.0,1,4.0,2,11,6
12.38,0.0,1,4.0,2,11,6
3.62,5.0,1,5.0,2,1,6
3.62,8.0,1,5.0,2,1,6
3.62,5.0,1,5.0,2,1,6
3.62,8.0,1,5.0,2,1,6
3.62,5.0,1,5.0,2,1,6
3.62,4.0,0,5.0,0,1,6
3.62,2.0,1,5.0,2,1,6
2.46,19.0,2,7.0,1,21,9
2.46,25.0,2,7.0,1,21,9
2.46,25.0,2,7.0,0,21,9
2.46,23.0,2,7.0,1,21,9
2.46,25.0,2,7.0,1,21,9
2.46,22.0,2,7.0,1,21,9
2.46,25.0,2,7.0,0,21,9
2.46,25.0,2,7.0,1,21,9
28.73,25.0,2,9.0,1,20,8
27.73,22.0,2,9.0,1,20,8
27.73,22.0,2,9.0,1,20,8
27.73,22.0,2,9.0,1,20,8
27.73,22.0,2,9.0,1,20,8
27.73,25.0,2,9.0,1,20,8
27.73,22.0,2,9.0,1,20,8
21.73,20.0,2,9.0,1,20,8
1.7,12.0,0,3.0,3,15,5
1.7,11.0,2,3.0,0,15,5
10.23199443955013,10.0,2,3.0,0,15,5
1.7,13.0,2,3.0,3,15,5
1.7,19.0,2,3.0,3,15,5
1.7,12.0,2,3.0,3,15,5
7.7,15.0,0,3.0,3,15,5
1.7,14.0,2,3.0,3,15,5
10.23199443955013,21.0,2,7.0,1,31,10
8.57,19.0,2,7.0,0,31,10
8.57,21.0,2,7.0,0,31,10
8.57,21.0,2,7.0,1,31,10
8.57,21.0,2,7.0,1,31,10
8.57,23.0,2,7.0,1,31,10
8.57,21.0,2,7.0,1,31,10
8.57,23.0,2,7.0,1,31,10
10.18,14.0,2,7.0,3,13,5
6.18,17.0,2,7.0,0,13,5
10.18,16.0,2,7.0,3,13,5
10.18,16.0,0,7.0,3,13,5
10.18,17.0,2,7.0,3,13,5
10.18,18.0,0,7.0,0,13,5
10.18,17.0,2,7.0,3,13,5
5.18,15.0,2,7.0,3,13,5
8.89,19.0,1,5.0,2,9,3
1.8900000000000008,21.0,1,5.0,2,9,3
8.89,19.0,1,5.0,0,9,3
6.8900000000000015,19.0,1,5.0,2,9,3
8.89,19.0,1,5.0,2,9,3
8.89,19.0,1,5.0,2,9,3
8.89,19.0,1,5.0,0,9,3
8.89,19.0,1,5.0,2,9,3
3.65,15.0,2,7.0,1,33,7
1.65,16.0,2,7.0,1,33,7
1.65,14.0,2,7.0,1,33,7
1.65,15.0,2,7.0,1,33,7
10.23199443955013,15.0,2,7.0,1,33,7
1.65,14.0,2,7.0,1,33,7
10.23199443955013,13.0,2,7.0,0,33,7
11.45,15.0,1,4.0,0,8,3
11.45,12.0,1,4.0,2,8,3
18.45,15.0,1,4.0,2,8,3
11.45,15.0,1,4.0,0,8,3
11.45,12.0,1,4.0,2,8,3
13.45,17.0,1,4.0,2,8,3
11.45,15.0,1,4.0,2,8,3
1.89,12.0,1,3.0,0,2,3
1.89,9.0,1,3.0,2,2,3
1.89,6.0,1,3.0,2,2,3
1.89,9.0,1,3.0,2,2,3
1.89,9.0,1,3.0,2,2,3
5.91,2.0,1,1.0,2,8,1
5.91,0.0,1,1.0,2,8,1
12.91,0.0,0,1.0,2,8,1
5.91,0.0,1,1.0,2,8,1
5.91,2.0,1,1.0,2,8,1
5.91,0.0,1,1.0,2,8,1
5.91,0.0,1,1.0,2,8,1
29.12,22.0,0,6.0,1,19,9
32.120000000000005,22.0,2,6.0,1,19,9
10.23199443955013,25.0,2,6.0,1,19,9
29.12,25.0,2,6.0,0,19,9
29.12,22.0,2,6.0,1,19,9
29.12,22.0,2,6.0,1,19,9
29.12,20.0,2,6.0,1,19,9
29.12,22.0,2,6.0,1,19,9
7.58,19.0,2,7.0,3,14,5
0.5800000000000001,19.0,2,7.0,3,14,5
7.58,19.0,0,7.0,3,14,5
14.58,16.0,0,7.0,3,14,5
7.58,16.0,2,7.0,0,14,5
1.58,19.0,2,7.0,3,14,5
7.58,19.0,2,7.0,3,14,5
6.45,0.0,1,2.0,2,1,3
10.23199443955013,1.0,1,2.0,2,1,3
6.45,19.0,1,2.0,2,1,3
6.45,1.0,1,2.0,2,1,3
0.4500000000000002,1.0,1,2.0,2,1,3
11.27,2.0,1,1.0,2,6,3
11.27,3.0,1,1.0,0,6,3
10.23199443955013,1.0,1,1.0,2,6,3
11.27,2.0,1,1.0,2,6,3
11.27,19.0,1,1.0,2,6,3
11.43,12.0,0,3.0,3,5,5
11.43,12.0,2,3.0,3,5,5
11.43,12.0,2,3.0,3,5,5
11.43,15.0,2,3.0,3,5,5
11.43,12.0,2,3.0,3,5,5
11.43,11.0,2,3.0,0,5,5
5.58,16.0,1,6.0,0,10,3
5.58,16.0,1,6.0,3,10,3
11.58,16.0,1,6.0,0,10,3
5.58,13.0,1,6.0,3,10,3
5.58,17.0,1,6.0,0,10,3
5.58,16.0,1,6.0,0,10,3
5.58,18.0,1,6.0,3,10,3
3.58,16.0,1,6.0,3,10,3
18.84,17.0,2,9.0,3,15,5
18.84,19.0,2,9.0,3,15,5
18.84,19.0,2,9.0,3,15,5
18.84,19.0,0,9.0,3,15,5
18.84,19.0,0,9.0,0,15,5
18.84,19.0,2,9.0,3,15,5
18.84,18.0,0,9.0,3,15,5
8.8,17.0,0,3.0,3,8,7
15.8,18.0,2,3.0,3,8,7
15.8,19.0,2,3.0,3,8,7
15.8,18.0,2,3.0,0,8,7
15.8,19.0,2,3.0,3,8,7
17.8,19.0,0,3.0,3,8,7
15.8,19.0,2,3.0,0,8,7
15.8,21.0,2,3.0,3,8,7
14.64,16.0,2,5.0,0,20,7
14.64,15.0,2,5.0,3,20,7
14.64,16.0,2,5.0,3,20,7
14.64,15.0,2,5.0,3,20,7
14.64,19.0,2,5.0,3,20,7
13.64,18.0,2,5.0,0,20,7
14.64,16.0,2,5.0,3,20,7
10.46,12.0,1,4.0,3,4,6
10.46,12.0,1,4.0,3,4,6
10.46,12.0,1,4.0,3,4,6
10.46,12.0,1,4.0,3,4,6
10.46,12.0,1,4.0,3,4,6
10.46,12.0,1,4.0,3,4,6
10.46,11.0,1,4.0,3,4,6
10.46,12.0,0,4.0,3,4,6
15.19,16.0,2,4.0,0,6,4
15.19,18.0,2,4.0,3,6,4
15.19,18.0,2,4.0,3,6,4
15.19,17.0,2,4.0,0,6,4
15.19,18.0,2,4.0,0,6,4
15.19,18.0,2,4.0,3,6,4
4.5,13.0,1,1.0,2,4,5
4.5,10.0,1,1.0,2,4,5
1.5,12.0,1,1.0,2,4,5
10.23199443955013,13.0,1,1.0,2,4,5
4.5,8.0,1,1.0,2,4,5
4.5,10.0,1,1.0,2,4,5
4.5,10.0,0,1.0,2,4,5
4.5,10.0,1,1.0,2,4,5
2.92,20.0,2,9.0,1,29,7
2.92,20.0,2,9.0,1,29,7
8.92,20.0,2,9.0,1,29,7
2.92,20.0,2,9.0,1,29,7
2.92,20.0,2,9.0,1,29,7
2.92,19.0,2,9.0,1,29,7
2.92,20.0,2,9.0,0,29,7
9.24,11.0,1,2.0,2,8,3
9.24,11.0,1,2.0,2,8,3
9.24,12.0,1,2.0,2,8,3
9.24,11.0,1,2.0,0,8,3
9.24,14.0,1,2.0,2,8,3
4.24,11.0,1,2.0,2,8,3
9.24,8.0,1,2.0,0,8,3
10.23199443955013,20.0,2,6.0,3,7,7
3.41,20.0,2,6.0,3,7,7
3.41,17.0,2,6.0,3,7,7
3.41,20.0,2,6.0,3,7,7
3.41,20.0,0,6.0,0,7,7
3.41,19.0,2,6.0,0,7,7
3.41,20.0,2,6.0,3,7,7
3.41,22.0,2,6.0,0,7,7
18.45,15.0,2,8.0,3,8,7
18.45,19.0,2,8.0,3,8,7
18.45,18.0,2,8.0,0,8,7
18.45,18.0,2,8.0,3,8,7
18.45,19.0,2,8.0,3,8,7
18.45,18.0,0,8.0,0,8,7
8.24,3.0,1,2.0,2,5,4
8.24,19.0,1,2.0,2,5,4
12.24,3.0,1,2.0,2,5,4
8.24,3.0,0,2.0,2,5,4
4.24,3.0,1,2.0,2,5,4
12.18,10.0,2,7.0,0,17,6
12.18,8.0,2,7.0,3,17,6
12.18,10.0,2,7.0,3,17,6
14.18,12.0,2,7.0,3,17,6
12.18,10.0,2,7.0,0,17,6
12.18,19.0,0,7.0,3,17,6
28.61,15.0,2,6.0,0,19,8
28.61,17.0,2,6.0,1,19,8
28.61,15.0,2,6.0,1,19,8
24.61,15.0,2,6.0,1,19,8
28.61,13.0,2,6.0,1,19,8
28.61,15.0,2,6.0,1,19,8
21.61,15.0,2,6.0,1,19,8
14.989999999999998,16.0,2,5.0,3,13,4
17.99,13.0,2,5.0,3,13,4
6.67,10.0,1,4.0,2,9,6
6.67,8.0,1,4.0,2,9,6
12.67,8.0,1,4.0,2,9,6
6.67,8.0,1,4.0,2,9,6
6.67,8.0,1,4.0,0,9,6
6.67,8.0,1,4.0,2,9,6
6.67,8.0,1,4.0,2,9,6
17.63,20.0,2,7.0,1,25,8
17.63,21.0,2,7.0,1,25,8
17.63,23.0,2,7.0,0,25,8
17.63,23.0,2,7.0,0,25,8
17.63,23.0,2,7.0,1,25,8
17.63,23.0,2,7.0,1,25,8
17.63,20.0,0,7.0,1,25,8
17.63,26.0,2,7.0,0,25,8
10.54,15.0,2,7.0,3,21,5
16.54,19.0,2,7.0,3,21,5
10.54,17.0,2,7.0,3,21,5
10.54,17.0,2,7.0,3,21,5
10.54,19.0,2,7.0,3,21,5
10.54,20.0,2,7.0,0,21,5
10.54,17.0,2,7.0,3,21,5
11.36,11.0,1,5.0,3,11,3
15.36,9.0,1,5.0,0,11,3
11.36,11.0,1,5.0,3,11,3
11.36,11.0,1,5.0,3,11,3
11.36,11.0,1,5.0,0,11,3
11.36,11.0,0,5.0,3,11,3
28.93,27.0,2,6.0,0,33,9
28.93,23.0,2,6.0,1,33,9
28.93,19.0,2,6.0,0,33,9
28.93,25.0,2,6.0,1,33,9
28.93,25.0,2,6.0,1,33,9
28.93,24.0,2,6.0,1,33,9
28.93,25.0,2,6.0,1,33,9
4.1099999999999985,19.0,1,3.0,3,7,4
8.11,20.0,1,3.0,3,7,4
8.11,19.0,1,3.0,0,7,4
8.11,15.0,1,3.0,3,7,4
9.56,1.0,0,3.0,2,1,5
9.56,3.0,1,3.0,2,1,5
9.56,1.0,1,3.0,2,1,5
10.56,1.0,1,3.0,0,1,5
9.56,19.0,1,3.0,2,1,5
9.56,1.0,1,3.0,2,1,5
9.56,1.0,1,3.0,2,1,5
5.79,1.0,1,2.0,2,5,7
2.79,1.0,1,2.0,0,5,7
10.23199443955013,1.0,1,2.0,0,5,7
2.79,2.0,1,2.0,2,5,7
2.79,1.0,1,2.0,2,5,7
2.79,0.0,1,2.0,2,5,7
9.13,16.0,2,7.0,1,21,5
9.13,17.0,0,7.0,1,21,5
9.13,17.0,2,7.0,1,21,5
9.13,17.0,2,7.0,0,21,5
9.13,17.0,2,7.0,1,21,5
9.13,19.0,2,7.0,1,21,5
11.13,17.0,2,7.0,1,21,5
9.13,19.0,2,7.0,1,21,5
6.7799999999999985,14.0,2,9.0,1,17,5
8.78,17.0,2,9.0,1,17,5
8.78,19.0,2,9.0,1,17,5
8.78,17.0,2,9.0,1,17,5
8.78,17.0,0,9.0,1,17,5
1.7799999999999994,17.0,2,9.0,1,17,5
8.78,17.0,2,9.0,1,17,5
10.23199443955013,16.0,2,7.0,1,34,9
2.05,16.0,2,7.0,1,34,9
2.05,16.0,2,7.0,1,34,9
2.05,16.0,2,7.0,1,34,9
2.05,16.0,2,7.0,1,34,9
2.05,16.0,2,7.0,1,34,9
2.05,13.0,2,7.0,1,34,9
11.57,10.0,1,6.0,3,12,6
11.57,12.0,1,6.0,3,12,6
11.57,13.0,1,6.0,3,12,6
11.57,13.0,0,6.0,3,12,6
11.57,10.0,1,6.0,0,12,6
11.57,10.0,1,6.0,3,12,6
11.57,12.0,1,6.0,3,12,6
11.57,10.0,1,6.0,0,12,6
9.62,19.0,0,8.0,0,29,5
9.62,24.0,2,8.0,1,29,5
9.62,22.0,2,8.0,0,29,5
9.62,22.0,2,8.0,1,29,5
9.62,24.0,2,8.0,1,29,5
9.62,19.0,2,8.0,1,29,5
9.57,6.0,1,2.0,2,1,7
8.57,6.0,1,2.0,0,1,7
7.01,23.0,1,8.0,0,12,4
7.01,20.0,1,8.0,3,12,4
7.01,19.0,0,8.0,3,12,4
7.01,22.0,1,8.0,3,12,4
7.01,20.0,1,8.0,3,12,4
7.01,20.0,1,8.0,3,12,4
7.01,20.0,1,8.0,3,12,4
7.01,20.0,1,8.0,0,12,4
4.34,17.0,1,6.0,3,15,4
11.34,17.0,1,6.0,0,15,4
4.34,17.0,0,6.0,3,15,4
3.34,17.0,1,6.0,0,15,4
4.34,17.0,0,6.0,3,15,4
4.34,17.0,1,6.0,3,15,4
4.34,19.0,1,6.0,3,15,4
7.44,16.0,1,3.0,2,3,7
7.44,19.0,0,3.0,0,3,7
11.44,15.0,1,3.0,2,3,7
7.44,15.0,1,3.0,2,3,7
7.44,19.0,0,3.0,2,3,7
7.44,15.0,1,3.0,2,3,7
6.44,16.0,1,3.0,2,3,7
7.44,15.0,1,3.0,0,3,7
4.86,19.0,0,4.0,3,6,7
4.86,20.0,2,4.0,0,6,7
4.86,19.0,0,4.0,3,6,7
4.86,19.0,2,4.0,3,6,7
4.86,19.0,2,4.0,3,6,7
2.67,24.0,2,7.0,0,16,6
9.67,19.0,2,7.0,1,16,6
4.67,23.0,2,7.0,0,16,6
4.67,24.0,0,7.0,0,16,6
4.67,24.0,2,7.0,1,16,6
5.1400000000000015,19.0,1,5.0,3,16,5
8.14,17.0,0,5.0,3,16,5
10.14,19.0,1,5.0,0,16,5
10.14,19.0,1,5.0,0,16,5
10.14,19.0,1,5.0,3,16,5
10.14,17.0,1,5.0,3,16,5
2.27,20.0,2,5.0,0,10,4
7.27,20.0,2,5.0,3,10,4
7.27,20.0,2,5.0,0,10,4
7.27,19.0,2,5.0,3,10,4
7.27,19.0,2,5.0,3,10,4
7.27,21.0,2,5.0,3,10,4
7.27,19.0,0,5.0,3,10,4
14.27,20.0,2,5.0,3,10,4
10.37,7.0,2,5.0,3,6,5
10.37,19.0,2,5.0,3,6,5
10.37,11.0,2,5.0,3,6,5
10.37,8.0,0,5.0,3,6,5
10.37,9.0,2,5.0,0,6,5
15.23,5.0,1,5.0,0,3,3
8.23,19.0,1,5.0,2,3,3
8.23,2.0,1,5.0,0,3,3
8.23,4.0,1,5.0,2,3,3
8.23,5.0,1,5.0,0,3,3
8.23,5.0,1,5.0,2,3,3
19.71,18.0,2,8.0,1,22,7
15.71,17.0,2,8.0,1,22,7
14.71,20.0,2,8.0,1,22,7
19.71,18.0,2,8.0,1,22,7
19.71,19.0,2,8.0,1,22,7
16.71,19.0,2,8.0,1,22,7
19.71,19.0,2,8.0,1,22,7
19.71,19.0,2,8.0,1,22,7
6.3,18.0,2,8.0,1,34,8
10.23199443955013,21.0,2,8.0,1,34,8
10.23199443955013,19.0,0,8.0,0,34,8
6.3,19.0,0,8.0,1,34,8
6.3,21.0,2,8.0,1,34,8
2.3,19.0,2,8.0,1,34,8
6.3,21.0,2,8.0,1,34,8
8.3,22.0,2,8.0,1,34,8
12.65,15.0,2,7.0,3,10,3
14.65,15.0,2,7.0,3,10,3
14.65,15.0,2,7.0,3,10,3
9.65,17.0,2,7.0,3,10,3
14.65,13.0,0,7.0,3,10,3
14.65,15.0,2,7.0,3,10,3
18.65,15.0,2,7.0,3,10,3
8.12,24.0,2,8.0,1,34,9
8.12,24.0,0,8.0,1,34,9
8.12,24.0,2,8.0,0,34,9
8.12,24.0,2,8.0,1,34,9
8.12,24.0,2,8.0,1,34,9
8.12,24.0,2,8.0,0,34,9
1.86,18.0,0,7.0,1,19,8
1.86,20.0,2,7.0,1,19,8
1.86,18.0,2,7.0,1,19,8
1.86,15.0,2,7.0,1,19,8
1.86,18.0,2,7.0,1,19,8
1.86,18.0,2,7.0,1,19,8
1.86,18.0,2,7.0,1,19,8
13.54,19.0,2,8.0,0,11,7
15.54,16.0,2,8.0,3,11,7
13.54,16.0,0,8.0,3,11,7
13.54,18.0,2,8.0,3,11,7
7.539999999999999,16.0,2,8.0,3,11,7
13.54,16.0,2,8.0,3,11,7
13.54,16.0,2,8.0,3,11,7
5.05,5.0,1,0.0,2,2,1
2.05,3.0,1,0.0,2,2,1
2.05,8.0,1,0.0,0,2,1
2.05,3.0,1,0.0,2,2,1
9.05,5.0,1,0.0,2,2,1
2.05,5.0,1,0.0,2,2,1
2.05,5.0,1,0.0,2,2,1
24.87,18.0,0,8.0,1,17,8
24.87,18.0,2,8.0,1,17,8
21.87,18.0,2,8.0,1,17,8
24.87,18.0,2,8.0,1,17,8
24.87,16.0,2,8.0,0,17,8
24.87,18.0,0,8.0,1,17,8
24.87,18.0,0,8.0,1,17,8
24.87,18.0,2,8.0,0,17,8
10.23199443955013,5.0,1,2.0,2,1,5
1.8,6.0,1,2.0,2,1,5
1.8,6.0,1,2.0,2,1,5
1.8,6.0,1,2.0,2,1,5
0.8,4.0,1,2.0,2,1,5
1.8,6.0,1,2.0,2,1,5
1.8,6.0,1,2.0,2,1,5
5.23,2.0,1,0.0,2,8,4
5.23,2.0,1,0.0,2,8,4
5.23,2.0,1,0.0,0,8,4
5.23,19.0,1,0.0,2,8,4
5.23,5.0,1,0.0,2,8,4
5.23,2.0,1,0.0,2,8,4
5.23,2.0,1,0.0,2,8,4
16.2,14.0,2,5.0,3,11,5
14.2,14.0,2,5.0,3,11,5
11.2,14.0,2,5.0,3,11,5
16.2,14.0,2,5.0,3,11,5
16.2,14.0,2,5.0,3,11,5
16.2,14.0,2,5.0,3,11,5
16.2,14.0,2,5.0,3,11,5
18.23,19.0,2,7.0,0,34,10
16.23,19.0,2,7.0,1,34,10
18.23,19.0,2,7.0,1,34,10
18.23,19.0,2,7.0,1,34,10
18.23,20.0,2,7.0,1,34,10
18.23,19.0,2,7.0,1,34,10
18.23,19.0,2,7.0,1,34,10
4.01,7.0,1,5.0,2,12,7
20.94,21.0,2,3.0,3,11,3
13.94,20.0,2,3.0,3,11,3
13.94,17.0,2,3.0,0,11,3
13.94,18.0,2,3.0,0,11,3
13.94,18.0,2,3.0,3,11,3
13.94,18.0,2,3.0,0,11,3
13.94,17.0,2,3.0,3,11,3
11.36,9.0,2,3.0,3,8,3
20.36,9.0,2,3.0,3,8,3
14.36,9.0,2,3.0,3,8,3
17.36,9.0,2,3.0,0,8,3
17.5,20.0,2,8.0,3,33,7
17.5,17.0,2,8.0,3,33,7
17.5,17.0,2,8.0,3,33,7
17.5,16.0,2,8.0,3,33,7
22.5,17.0,2,8.0,3,33,7
17.5,17.0,0,8.0,0,33,7
21.5,17.0,2,8.0,3,33,7
8.1,13.0,1,3.0,2,10,3
1.0999999999999996,15.0,1,3.0,2,10,3
11.1,15.0,0,3.0,0,10,3
8.1,15.0,1,3.0,2,10,3
8.1,12.0,0,3.0,2,10,3
13.1,19.0,1,3.0,2,10,3
8.1,18.0,0,3.0,2,10,3
23.03,19.0,2,6.0,1,23,6
23.03,24.0,2,6.0,0,23,6
17.03,26.0,2,6.0,1,23,6
18.03,24.0,2,6.0,1,23,6
23.03,24.0,2,6.0,1,23,6
23.03,24.0,2,6.0,1,23,6
23.03,26.0,2,6.0,1,23,6
7.449999999999998,19.0,1,0.0,2,12,5
8.45,10.0,1,0.0,2,12,5
8.45,10.0,1,0.0,2,12,5
7.449999999999998,13.0,1,0.0,2,12,5
8.45,10.0,0,0.0,2,12,5
8.45,10.0,1,0.0,2,12,5
4.83,10.0,1,4.0,2,2,4
3.83,10.0,1,4.0,2,2,4
3.83,10.0,1,4.0,2,2,4
3.83,10.0,1,4.0,0,2,4
14.25,8.0,0,4.0,3,12,6
14.25,8.0,2,4.0,0,12,6
9.25,19.0,2,4.0,3,12,6
14.25,8.0,2,4.0,3,12,6
14.25,10.0,2,4.0,3,12,6
14.25,6.0,2,4.0,3,12,6
14.25,8.0,2,4.0,3,12,6
4.86,5.0,0,2.0,2,9,4
10.23199443955013,6.0,1,2.0,2,9,4
4.86,6.0,1,2.0,2,9,4
4.86,6.0,1,2.0,2,9,4
4.86,6.0,1,2.0,2,9,4
4.86,6.0,1,2.0,0,9,4
10.23199443955013,19.0,1,6.0,3,20,7
1.95,13.0,1,6.0,3,20,7
1.95,13.0,1,6.0,3,20,7
1.95,13.0,1,6.0,3,20,7
10.23199443955013,10.0,1,6.0,0,20,7
1.95,13.0,1,6.0,3,20,7
0.95,13.0,1,6.0,3,20,7
1.95,13.0,1,6.0,3,20,7
8.94,19.0,1,2.0,2,11,4
8.94,3.0,1,2.0,2,11,4
8.94,5.0,1,2.0,2,11,4
8.94,5.0,1,2.0,2,11,4
11.94,7.0,0,2.0,2,11,4
8.94,5.0,1,2.0,2,11,4
8.94,5.0,1,2.0,2,11,4
8.94,5.0,1,2.0,2,11,4
1.61,1.0,1,5.0,2,3,4
1.61,19.0,1,5.0,0,3,4
1.61,2.0,1,5.0,2,3,4
1.61,2.0,1,5.0,0,3,4
1.61,4.0,1,5.0,2,3,4
9.76,19.0,1,5.0,2,10,4
9.76,7.0,0,5.0,2,10,4
9.76,7.0,0,5.0,2,10,4
9.76,7.0,1,5.0,0,10,4
9.76,5.0,1,5.0,2,10,4
16.759999999999998,7.0,1,5.0,2,10,4
5.31,1.0,1,1.0,2,11,3
5.31,19.0,0,1.0,2,11,3
5.31,19.0,1,1.0,0,11,3
5.31,4.0,1,1.0,2,11,3
5.31,4.0,1,1.0,2,11,3
9.05,9.0,2,8.0,3,9,4
9.05,9.0,2,8.0,0,9,4
9.05,9.0,2,8.0,3,9,4
9.05,9.0,2,8.0,3,9,4
10.23199443955013,9.0,2,8.0,3,9,4
9.05,9.0,2,8.0,3,9,4
9.05,9.0,2,8.0,3,9,4
3.66,11.0,1,0.0,2,5,7
9.66,11.0,0,0.0,2,5,7
3.66,19.0,1,0.0,0,5,7
3.66,11.0,1,0.0,2,5,7
3.66,9.0,1,0.0,2,5,7
3.66,19.0,0,0.0,2,5,7
12.25,23.0,2,8.0,0,34,7
9.25,21.0,2,8.0,0,34,7
9.25,20.0,2,8.0,1,34,7
9.25,21.0,2,8.0,0,34,7
9.25,21.0,2,8.0,1,34,7
9.25,21.0,2,8.0,0,34,7
9.25,21.0,2,8.0,0,34,7
9.25,18.0,2,8.0,1,34,7
3.73,10.0,1,3.0,0,1,6
3.73,8.0,1,3.0,3,1,6
6.73,7.0,1,3.0,3,1,6
3.73,10.0,0,3.0,3,1,6
3.73,10.0,1,3.0,0,1,6
3.73,10.0,0,3.0,3,1,6
10.23199443955013,10.0,1,3.0,3,1,6
4.72,19.0,0,8.0,3,19,6
4.72,19.0,1,8.0,3,19,6
4.72,19.0,1,8.0,0,19,6
4.72,21.0,1,8.0,3,19,6
4.72,18.0,1,8.0,3,19,6
4.72,17.0,1,8.0,3,19,6
4.72,18.0,1,8.0,3,19,6
9.9,12.0,2,3.0,0,18,4
12.9,12.0,0,3.0,3,18,4
12.9,12.0,2,3.0,3,18,4
12.9,14.0,2,2.0,3,18,3
12.9,12.0,2,2.0,3,18,3
12.9,10.0,2,2.0,0,18,3
5.9,9.0,2,2.0,0,18,3
8.9,12.0,2,4.0,3,14,5
8.9,12.0,2,4.0,3,14,5
8.9,12.0,2,4.0,0,14,5
1.9000000000000004,14.0,2,4.0,3,14,5
2.9000000000000004,19.0,2,4.0,3,14,5
8.9,9.0,2,4.0,3,14,5
10.23199443955013,12.0,2,4.0,0,14,5
8.9,12.0,0,4.0,3,14,5
16.53,9.0,2,3.0,0,10,6
12.53,12.0,2,3.0,3,10,6
12.53,12.0,2,3.0,3,10,6
12.53,12.0,0,3.0,3,10,6
12.53,12.0,2,3.0,0,10,6
12.53,12.0,2,3.0,3,10,6
15.53,15.0,2,3.0,3,10,6
11.56,9.0,2,6.0,3,5,7
11.56,9.0,2,6.0,3,5,7
11.56,12.0,0,6.0,3,5,7
11.56,9.0,2,6.0,3,5,7
11.56,10.0,2,6.0,3,5,7
11.56,9.0,2,6.0,3,5,7
11.56,9.0,2,6.0,0,5,7
11.59,2.0,1,1.0,0,10,5
11.59,3.0,1,1.0,0,10,5
11.59,2.0,1,1.0,2,10,5
11.59,1.0,1,1.0,2,10,5
11.59,2.0,1,1.0,2,10,5
11.59,5.0,1,1.0,2,10,5
8.98,21.0,2,9.0,1,19,8
8.98,21.0,2,9.0,1,19,8
8.98,18.0,2,9.0,1,19,8
8.98,20.0,2,9.0,1,19,8
10.23199443955013,19.0,2,9.0,1,19,8
8.98,19.0,2,9.0,1,19,8
8.98,21.0,2,9.0,1,19,8
10.59,11.0,2,4.0,3,18,5
10.59,11.0,2,4.0,3,18,5
10.59,12.0,2,4.0,3,18,5
9.59,8.0,2,4.0,0,18,5
10.59,19.0,2,4.0,3,18,5
10.59,11.0,2,4.0,3,18,5
10.59,11.0,2,4.0,3,18,5
11.59,11.0,2,4.0,3,18,5
26.96,22.0,2,9.0,0,17,9
26.96,19.0,2,9.0,1,17,9
32.96,21.0,2,9.0,0,17,9
26.96,21.0,2,9.0,1,17,9
28.96,21.0,0,9.0,1,17,9
26.96,21.0,2,9.0,0,17,9
26.96,19.0,0,9.0,1,17,9
13.56,15.0,2,4.0,3,9,5
13.56,16.0,2,4.0,3,9,5
13.56,16.0,2,4.0,3,9,5
13.56,16.0,2,4.0,3,9,5
13.56,16.0,2,4.0,3,9,5
14.56,19.0,2,4.0,3,9,5
13.56,16.0,2,4.0,0,9,5
10.89,11.0,1,4.0,0,4,6
10.89,14.0,1,4.0,2,4,6
5.8900000000000015,11.0,1,4.0,2,4,6
10.89,10.0,1,4.0,2,4,6
10.89,13.0,1,4.0,2,4,6
26.54,18.0,2,6.0,1,15,8
26.54,21.0,2,6.0,1,15,8
31.54,19.0,2,6.0,0,15,8
26.54,18.0,0,6.0,1,15,8
26.54,19.0,2,6.0,1,15,8
26.54,24.0,2,6.0,1,15,8
26.54,21.0,2,6.0,1,15,8
9.97,19.0,2,6.0,3,13,5
9.97,21.0,2,6.0,0,13,5
9.97,19.0,2,6.0,3,13,5
2.9700000000000006,16.0,2,6.0,3,13,5
9.97,19.0,2,6.0,0,13,5
9.97,19.0,2,6.0,3,13,5
9.97,19.0,2,6.0,3,13,5
15.5,15.0,2,4.0,3,18,6
11.5,18.0,2,4.0,3,18,6
0.9,11.0,2,7.0,3,17,7
0.9,14.0,2,7.0,3,17,7
10.23199443955013,11.0,2,7.0,0,17,7
10.23199443955013,10.0,2,7.0,0,17,7
10.23199443955013,11.0,2,7.0,3,17,7
7.9,12.0,2,7.0,3,17,7
0.9,11.0,2,7.0,3,17,7
5.05,10.0,1,2.0,2,8,3
5.05,8.0,1,2.0,2,8,3
5.05,4.0,1,2.0,2,8,3
5.05,7.0,1,2.0,2,8,3
5.05,5.0,1,2.0,2,8,3
5.05,8.0,1,2.0,2,8,3
5.05,7.0,1,2.0,2,8,3
